# NICOPP Global Ocean Sediment Nitrogen Isotope Database
#----------------------------------------------------------------------- 
#               World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data, 
# plus the Online Resource and date accessed.
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14114
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean/nicopp/nicopp-coretop-data.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#--------------------
# Contribution_Date
#	Date: 2013-03-12 
#--------------------
# Title
#	Study_Name: NICOPP Global Ocean Sediment Nitrogen Isotope Database
#--------------------
# Investigators
#	Investigators: Tesdal, J.-E.; Galbraith, E.D.; Kienast, M.
#--------------------
# Description_and_Notes
# 
# Nitrogen Cycle in the Ocean, Past and Present (NICOPP) database of global ocean marine sedimentary d15N measurements, 
# from both seafloor samples and subseafloor records.
#
# NICOPP is a joint working group of PAGES and IMAGES. NICOPP studies Nitrogen isotope (d15N) dynamics as recorded in 
# the sedimentary record in order to learn about the dynamics of the marine nutrient cycle in the Quaternary and the present. 
# For the seafloor compilation, d15N is given as point measurements along with the corresponding latitude and longitude. 
# Currently, it contains data from about 2,300 samples. The subseafloor compilation includes almost all bulk marine 
# sedimentary d15N records published in the literature. Along with the d15N measurements, we included the corresponding 
# sediment depth, a published age model (if available), nitrogen content (N%), total organic carbon content (Corg%), 
# and dry bulk density. There are currently about 140 d15N records included in the database. The timespans of the given 
# records range from a few hundred years to four million years.
#
# More information on NICOPP: http://www.pages-igbp.org/index.php/workinggroups/nicopp
#
#--------------------
# Publication
#	Authors: J.-E. Tesdal, E.D. Galbraith, and M. Kienast
#       Published_Date_or_YEAR: 2013-01-09
#	Published_Title: Nitrogen isotopes in bulk marine sediment: linking seafloor observations with subseafloor records
#	Journal_Name: Biogeosciences 
#	Volume: 10
#	Issue: 1
#	Pages: 101-118
#	DOI: 10.5194/bg-10-101-2013
#	Abstract: The stable isotopes of nitrogen offer a unique perspective on changes in the nitrogen cycle, past and present. However, the presence of multiple forms of nitrogen in marine sediments can complicate the interpretation of bulk nitrogen isotope measurements. Although the large-scale global patterns of seafloor d15N have been shown to match process-based expectations, small-scale heterogeneity on the seafloor, or alterations of isotopic signals during translation into the subseafloor record, could obscure the primary signals. Here, a public database of nitrogen isotope measurements is described, including both seafloor and subseafloor sediment samples ranging in age from modern to the Pliocene, and used to assess these uncertainties. In general, good agreement is observed between neighbouring seafloor sites within a 100 km radius, with 85% showing differences of < 1 per mil. There is also a good correlation between the d15N of the shallowest (< 5 ka) subseafloor sediments and neighbouring seafloor sites within a 100 km radius (R2 = 0.83), which suggests a reliable translation of sediments into the buried sediment record. Meanwhile, gradual d15N decreases over multiple glacial-interglacial cycles appear to reflect post-depositional alteration in records from the deep sea (below 2000 m). We suggest a simple conceptual model to explain these 100-kyr-timescale changes in well-oxygenated, slowly accumulating sediments, which calls on differential loss rates for pools of organic N with different d15N. We conclude that bulk sedimentary nitrogen isotope records are reliable monitors of past changes in the marine nitrogen cycle at most locations, and could be further improved with a better understanding of systematic post-depositional alteration. Furthermore, geochemical or environmental criteria should be developed in order to effectively identify problematic locations and to account for confounding influences where possible.
#
#---------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant:  
#-------------------- 
# Site_Information 
#       Site_Name:  
#	Location:      
#	Country:  
#	Northernmost_Latitude:  
# 	Southernmost_Latitude:  
# 	Easternmost_Longitude:  
# 	Westernmost_Longitude:   
# 	Elevation:   m 
#------------------   
# Data_Collection  
#	Core_Name:  
#	First_Year:   
#	Last_Year:  
#	Time_Unit:   
#	Core_Length:    
#	Notes: 
#------------------
# Chronology 
#
# 
# 
#------------------
# Variables
# 
# End Description/Documentation (lines begin with #)
# Data lines follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: material, error, units, anomaly, period, archive, detail, method, C or N for Character or Numeric data) 
# Data line format: tab-delimited text, variable short name as header
# 
## core_id	Core ID, , , , , , , , C
## water_depth_m	Water Depth, , , m, , , , , N
## lon 	Longitude, , , deg, , , , , N
## lat 	Latitude, , , deg, , , , , N
## d15N	delta N15, , , permil, , , , , N
## ocean	Ocean, , , , , , , , C
## reference	Author/Reference, , , , , , , , C
## tag	Acidified Tag, , , , , , , , C
#
#------------------
# Data:
# Missing_Values: NA
core_id		water_depth_m	lon	lat	d15N	ocean	reference	tag
BSH	N48_04098	44	8.07833	54.02133	8.711	North Sea	Serna et al. (2010)	
BSH	N48_04219	44	8.52361	54.13361	7.722	North Sea	Serna et al. (2010)	
BSH	N48_04243	44	8.42639	54.19306	7.622	North Sea	Serna et al. (2010)	
BSH	N48_04246	44	8.39028	54.15139	8.723	North Sea	Serna et al. (2010)	
BSH	N48_04254	44	8.34472	54.17667	8.474	North Sea	Serna et al. (2010)	
BSH	N48_04297	44	8.46500	54.09833	8.647	North Sea	Serna et al. (2010)	
BSH	N48_04344	44	8.35833	54.09167	9.312	North Sea	Serna et al. (2010)	
BSH	N56_00023	34	6.78333	55.68611	8.852	North Sea	Serna et al. (2010)	
BSH	N56_00029	44	6.48333	55.20833	8.770	North Sea	Serna et al. (2010)	
BSH	N56_00035	44	6.50000	55.01389	7.897	North Sea	Serna et al. (2010)	
BSH	N56_00053	44	6.95000	55.00000	8.573	North Sea	Serna et al. (2010)	
BSH	N56_00055	44	6.58333	55.36667	8.241	North Sea	Serna et al. (2010)	
BSH II	N38_03353	44	8.65500	53.92500	8.133	North Sea	Serna et al. (2010)	
BSH II	N38_03360	44	8.68667	53.93333	7.804	North Sea	Serna et al. (2010)	
BSH II	N38_03526	44	8.67100	53.96667	11.770	North Sea	Serna et al. (2010)	
BSH II	N38_03528	44	8.68600	53.97500	10.965	North Sea	Serna et al. (2010)	
BSH II	N38_03534	44	8.62750	53.98267	14.320	North Sea	Serna et al. (2010)	
BSH II	N38_03670	44	8.42250	53.76583	9.097	North Sea	Serna et al. (2010)	
BSH II	N38_03671	44	8.42433	53.75017	8.609	North Sea	Serna et al. (2010)	
BSH II	N38_03677	44	8.31417	53.82167	8.862	North Sea	Serna et al. (2010)	
BSH II	N38_03679	44	8.30000	53.81800	8.763	North Sea	Serna et al. (2010)	
BSH II	N38_03681	44	8.24433	53.81683	8.000	North Sea	Serna et al. (2010)	
BSH II	N38_03683	44	8.23583	53.79850	9.020	North Sea	Serna et al. (2010)	
BSH II	N46_02027	44	6.93333	54.95000	8.125	North Sea	Serna et al. (2010)	
BSH II	N48_04285	44	8.20000	54.60667	6.070	North Sea	Serna et al. (2010)	
BSH II	N48_04288	44	8.19833	54.54167	8.096	North Sea	Serna et al. (2010)	
BSH II	N48_04457	44	8.33550	54.01667	8.006	North Sea	Serna et al. (2010)	
BSH II	N48_04458	44	8.36267	54.01667	8.539	North Sea	Serna et al. (2010)	
BSH II	N48_04477	44	8.38933	54.01667	7.631	North Sea	Serna et al. (2010)	
BSH II	N48_04532	44	8.61800	54.01667	7.375	North Sea	Serna et al. (2010)	
BSH II	N48_04772	44	8.64083	54.01767	8.527	North Sea	Serna et al. (2010)	
BSH II	N48_04773	44	8.64433	54.02500	8.165	North Sea	Serna et al. (2010)	
BSH II	N48_05077	44	8.55717	54.00800	9.530	North Sea	Serna et al. (2010)	
BSH II	N48_05078	44	8.57167	54.00833	8.833	North Sea	Serna et al. (2010)	
BSH II	N48_05085	44	8.58500	54.00000	10.280	North Sea	Serna et al. (2010)	
BSH II	N48_05086	44	8.58467	54.00833	9.318	North Sea	Serna et al. (2010)	
BSH II	N48_05087	44	8.59883	54.00800	10.520	North Sea	Serna et al. (2010)	
BSH II	N48_05278	44	8.18633	54.55517	9.556	North Sea	Serna et al. (2010)	
BSH II	N56_00030	44	6.59833	55.25167	7.853	North Sea	Serna et al. (2010)	
BSH II	N57_00056	44	7.03833	55.35333	9.812	North Sea	Serna et al. (2010)	
BSH II	N57_00118	44	7.00500	55.05167	7.440	North Sea	Serna et al. (2010)	
BSH II	N57_00120	44	7.00167	55.22333	8.552	North Sea	Serna et al. (2010)	
BSH II	N58_00014	44	8.07667	55.26667	9.440	North Sea	Serna et al. (2010)	
BSH II	N58_00397	44	8.05000	55.07500	9.951	North Sea	Serna et al. (2010)	
BSH II	N58_00449	44	8.07750	55.01383	10.171	North Sea	Serna et al. (2010)	
BSH II	N58_00451	44	8.07217	55.04550	10.300	North Sea	Serna et al. (2010)	
BSH II	N58_00452	44	8.07167	55.06333	10.399	North Sea	Serna et al. (2010)	
BSH II	N58_00466	44	8.07833	55.23967	10.664	North Sea	Serna et al. (2010)	
BSH II	N58_00472	44	8.07083	55.13933	10.408	North Sea	Serna et al. (2010)	
BSH II	N58_00474	44	8.06500	55.10550	10.411	North Sea	Serna et al. (2010)	
Gauss372	19	15	8.24500	55.03333	9.300	North Sea	Serna et al. (2010)	
Gauss372	25	41	6.00000	55.00000	8.550	North Sea	Serna et al. (2010)	
Gauss372	30	69	3.34833	55.92000	5.800	North Sea	Serna et al. (2010)	
Gauss372	32	41	5.99833	54.49833	8.540	North Sea	Serna et al. (2010)	
Gauss372	42	13	8.07667	53.67667	9.080	North Sea	Serna et al. (2010)	
Gauss372	43	24	8.14000	53.78167	12.600	North Sea	Serna et al. (2010)	
Gauss372	01B	20	8.12333	54.06667	8.800	North Sea	Serna et al. (2010)	
Gauss372	03B	3	8.12780	54.06667	8.900	North Sea	Serna et al. (2010)	
Gauss372	12A	16	8.35200	54.10000	8.500	North Sea	Serna et al. (2010)	
Gauss372	12B	17	8.61500	54.10167	6.900	North Sea	Serna et al. (2010)	
Gauss372	38A	22	6.69500	53.54333	9.010	North Sea	Serna et al. (2010)	
Gauss372	38B	13	6.80500	53.48500	9.100	North Sea	Serna et al. (2010)	
Gauss379	BL02	13	8.38333	54.22500	9.390	North Sea	Serna et al. (2010)	
Gauss379	BL13	38	7.40000	54.10833	7.660	North Sea	Serna et al. (2010)	
Gauss379	BL14	26	7.40000	53.94000	7.630	North Sea	Serna et al. (2010)	
Gauss379	KS08	14	8.20833	54.03333	9.230	North Sea	Serna et al. (2010)	
Gauss379	KS11	19	8.12500	54.06667	9.060	North Sea	Serna et al. (2010)	
Gauss379	UE11	38	7.50000	54.23333	8.550	North Sea	Serna et al. (2010)	
Gauss379	UE26	41	6.50000	54.75000	8.760	North Sea	Serna et al. (2010)	
Gauss379	WB01	41	6.58500	54.83333	7.880	North Sea	Serna et al. (2010)	
Gauss379	WB05	46	6.33333	55.06667	8.220	North Sea	Serna et al. (2010)	
HE227	He227_01	22.6	7.49617	55.50483	9.684	North Sea	Serna et al. (2010)	
HE227	He227_05	33.6	7.00000	54.50100	7.669	North Sea	Serna et al. (2010)	
HE227	He227_06	36	6.50000	54.50000	7.231	North Sea	Serna et al. (2010)	
HE227	He227_07	42	6.50000	55.00000	7.440	North Sea	Serna et al. (2010)	
HE227	He227_10	36	6.50000	56.00000	7.254	North Sea	Serna et al. (2010)	
HE227	He227_11	38	6.49983	55.75000	7.350	North Sea	Serna et al. (2010)	
HE227	He227_13	46	6.00000	55.50000	7.002	North Sea	Serna et al. (2010)	
HE227	He227_14	39	6.00000	54.50000	6.467	North Sea	Serna et al. (2010)	
HE227	He227_16	44	6.00000	55.25000	7.141	North Sea	Serna et al. (2010)	
HE227	He227_17	44	6.00000	55.75000	6.757	North Sea	Serna et al. (2010)	
HE227	He227_18	44	6.00000	56.00000	6.817	North Sea	Serna et al. (2010)	
HE227	He227_19	44	6.00000	56.25000	6.928	North Sea	Serna et al. (2010)	
HE267	292	27.6	7.99767	54.03033	8.151	North Sea	Serna et al. (2010)	
HE267	293	25	7.99983	54.10000	8.201	North Sea	Serna et al. (2010)	
HE267	309	10.8	7.99850	54.68367	10.674	North Sea	Serna et al. (2010)	
HE267	327	21.3	8.03583	54.11150	8.383	North Sea	Serna et al. (2010)	
HE267	328	30.9	7.50000	54.01650	6.621	North Sea	Serna et al. (2010)	
HE267	329	34.9	7.52117	54.09867	7.161	North Sea	Serna et al. (2010)	
HE267	330	35.5	7.50100	54.18317	7.038	North Sea	Serna et al. (2010)	
HE267	331	39.6	7.49800	54.26767	8.024	North Sea	Serna et al. (2010)	
HE267	333	23.1	7.49983	54.43533	7.943	North Sea	Serna et al. (2010)	
HE267	334	23.8	7.50233	54.51733	7.847	North Sea	Serna et al. (2010)	
HE267	335	19.7	7.50033	54.59983	6.967	North Sea	Serna et al. (2010)	
HE267	336	20.2	7.50017	54.68367	7.263	North Sea	Serna et al. (2010)	
HE267	339	31.2	7.00017	54.68317	7.701	North Sea	Serna et al. (2010)	
HE267	340	29.4	7.00150	54.76633	6.641	North Sea	Serna et al. (2010)	
HE267	343	40.8	6.50333	54.93400	7.048	North Sea	Serna et al. (2010)	
HE267	344	39.4	6.50400	54.85100	6.686	North Sea	Serna et al. (2010)	
HE267	345	37.4	6.50400	54.76817	6.706	North Sea	Serna et al. (2010)	
HE267	346	37.5	6.50233	54.68400	6.751	North Sea	Serna et al. (2010)	
HE267	347	36.1	6.50017	54.60150	6.027	North Sea	Serna et al. (2010)	
HE267	355	34.9	6.50017	54.51683	6.879	North Sea	Serna et al. (2010)	
HE267	356	34.9	6.50050	54.43300	7.351	North Sea	Serna et al. (2010)	
HE267	357	34.5	6.50083	54.34983	6.654	North Sea	Serna et al. (2010)	
HE267	358	34.2	6.50033	54.26650	6.671	North Sea	Serna et al. (2010)	
HE267	359	34	6.50350	54.18183	6.754	North Sea	Serna et al. (2010)	
HE267	360	31.8	6.50417	54.09967	6.546	North Sea	Serna et al. (2010)	
HE267	361	25.9	6.50683	54.01550	6.606	North Sea	Serna et al. (2010)	
HE267	362	29.3	7.00217	54.01683	6.905	North Sea	Serna et al. (2010)	
HE267	363	33.2	7.00100	54.09933	6.868	North Sea	Serna et al. (2010)	
HE267	364	32.7	6.99967	54.18300	6.304	North Sea	Serna et al. (2010)	
HE304	321-5	36.8	7.33000	54.23383	8.509	North Sea	Serna et al. (2010)	
HE304	324-2	37.4	6.00167	54.41817	7.532	North Sea	Serna et al. (2010)	
HE304	327-2	38.5	6.00317	54.66567	7.346	North Sea	Serna et al. (2010)	
HE304	335-2	39.9	5.50367	54.75150	7.184	North Sea	Serna et al. (2010)	
HE304	336-2	40	5.50467	54.66700	7.364	North Sea	Serna et al. (2010)	
HE304	337-2	39.7	5.50667	54.58400	7.657	North Sea	Serna et al. (2010)	
HE304	339-2	39.4	5.50050	54.41817	7.356	North Sea	Serna et al. (2010)	
HE304	341-1	26.2	8.00133	54.09933	7.895	North Sea	Serna et al. (2010)	
HE304	343-2	35.5	7.74889	54.18273	9.161	North Sea	Serna et al. (2010)	
HE304	345-2	19.7	7.74883	54.35000	8.719	North Sea	Serna et al. (2010)	
HE304	350-2	11.2	8.25067	54.02617	7.884	North Sea	Serna et al. (2010)	
HE304	351-2	14.3	8.25133	54.10100	8.173	North Sea	Serna et al. (2010)	
HE304	353-2	9.6	8.24983	54.26767	8.628	North Sea	Serna et al. (2010)	
HE304	354-2	11.9	8.24883	54.35000	8.702	North Sea	Serna et al. (2010)	
HE304	355-2	10.3	8.24683	54.43250	7.052	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_02	12	6.33333	53.57667	8.200	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_04	2.5	6.56000	53.46333	7.790	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_06	11	6.83333	53.46667	8.650	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_07	11	6.95833	53.40000	9.900	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_10	11	7.10250	53.74333	8.110	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_11	5	7.16000	53.74000	8.200	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_12	10	7.13167	53.70167	8.700	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_13	7	7.11667	53.67333	8.540	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_14	2	7.14667	53.65167	8.090	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_15	23	7.42000	53.87300	9.120	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_16	10	7.41667	53.77967	8.940	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_17	9	7.45050	53.71883	8.190	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_18	2.5	7.48317	53.69317	7.990	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_20	28	8.03183	53.78917	8.395	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_21	12.5	8.11000	53.65067	8.620	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_22	14	8.17950	53.52667	8.665	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_24	2.5	8.23250	53.46567	8.585	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_25	6	8.19667	53.48817	9.100	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_26	13	8.17733	53.51067	8.290	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_27	17	8.17250	53.59417	8.690	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_29		8.28683	53.71067	7.750	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_30	13	8.38583	53.66533	7.970	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_31	9.5	8.16665	53.78317	8.050	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_32	12.5	8.01667	53.91667	8.040	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_33	22	8.22033	53.98467	8.370	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_34	20	8.46383	53.97333	8.030	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_35	8	8.31533	54.01733	9.355	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_36	5.5	8.54100	54.08167	10.320	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_37	13	8.70233	54.12367	8.445	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_39	8	8.85667	54.11517	8.500	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_40	2	8.90933	54.10967	8.770	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_41	9	8.87467	54.10833	8.370	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_42	9	8.83650	54.12017	8.350	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_43	9.5	8.72667	54.12283	8.370	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_44	13	8.59833	54.10550	9.750	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_45	30	7.95183	54.15417	8.640	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_47	11	8.33817	54.31667	8.990	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_49	14.5	8.51533	54.37433	8.280	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_50	8	8.60500	54.41150	8.370	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_51	9	8.70400	54.43767	8.650	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_52	8.5	8.80867	54.43500	8.920	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_53	5	8.89400	54.44200	8.660	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_54	4	8.96083	54.47700	9.350	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_55	10	8.22267	54.46983	9.056	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_59	15	8.63483	54.69650	7.427	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_62	9	8.38950	54.77100	10.382	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_63	7	8.44333	54.79417	11.228	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_65	9	8.52700	54.83700	8.064	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_66	7.5	8.40200	55.06667	13.376	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_68	11	8.45833	54.97033	6.999	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_69	6	8.42283	54.94733	9.819	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_70	4.5	8.39267	54.92533	10.126	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_73	11	8.50317	55.05333	6.352	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_74	9	8.55633	55.06400	10.007	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_75	6	8.57750	55.09717	9.444	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_76	6	8.57750	55.09717	8.856	North Sea	Serna et al. (2010)	
NUTEX 05	NUTEX_78	13	8.59833	54.10550	8.580	North Sea	Serna et al. (2010)	
Prandtl_04	P_3	8	8.91747	53.85233	8.000	North Sea	Serna et al. (2010)	
Prandtl_04	P_5	8	9.33843	53.82803	7.900	North Sea	Serna et al. (2010)	
Prantl 2006	11	10.8	8.55183	53.51917	7.238	North Sea	Serna et al. (2010)	
Prantl 2006	15	9	8.41583	53.64950	7.603	North Sea	Serna et al. (2010)	
Prantl 2006	17	8.5	8.36567	53.68350	7.474	North Sea	Serna et al. (2010)	
Prantl 2006	21	12.5	8.22050	53.74700	6.639	North Sea	Serna et al. (2010)	
Prantl 2006	27	10	8.08833	53.69383	7.377	North Sea	Serna et al. (2010)	
Prantl 2006	29	8	8.10333	53.67333	8.422	North Sea	Serna et al. (2010)	
Prantl 2006	33	13.5	8.13250	53.63683	8.021	North Sea	Serna et al. (2010)	
Prantl 2006	37	10	8.18383	53.56800	9.663	North Sea	Serna et al. (2010)	
Prantl 2006	41	12.5	8.17683	53.52333	8.052	North Sea	Serna et al. (2010)	
Prantl 2006	43	13.5	8.17817	53.51017	8.389	North Sea	Serna et al. (2010)	
Prantl 2006	45	9	8.19467	53.48800	8.294	North Sea	Serna et al. (2010)	
Prantl 2006	47	6	8.23383	53.46550	8.260	North Sea	Serna et al. (2010)	
Prantl 2006	01	6	8.76067	53.09667	6.437	North Sea	Serna et al. (2010)	
Prantl 2006	03	8	8.68083	53.12300	5.509	North Sea	Serna et al. (2010)	
Prantl 2006	05	9	8.51317	53.20033	9.332	North Sea	Serna et al. (2010)	
Prantl 2006	07	8	8.49383	53.33100	9.142	North Sea	Serna et al. (2010)	
Prantl 2006	09	10	8.49417	53.45800	6.224	North Sea	Serna et al. (2010)	
Sed8_99	895	46	3.49700	54.24483	7.400	North Sea	Serna et al. (2010)	
Sed8_99	897	41	4.50750	53.80167	7.300	North Sea	Serna et al. (2010)	
Sed8_99	898	26	5.49917	53.71917	7.670	North Sea	Serna et al. (2010)	
Sed8_99	899	65	6.16133	53.83533	9.300	North Sea	Serna et al. (2010)	
Sed8_99	901	42	5.36967	54.29300	7.800	North Sea	Serna et al. (2010)	
Sed8_99	902	50	4.40600	54.33683	7.600	North Sea	Serna et al. (2010)	
Sed8_99	904	44	5.34017	54.77550	8.000	North Sea	Serna et al. (2010)	
Sed8_99	906	43	4.29933	55.36817	6.880	North Sea	Serna et al. (2010)	
Sed8_99	909	38	4.38950	55.74550	6.920	North Sea	Serna et al. (2010)	
Sed8_99	910	52	5.58433	55.60750	7.920	North Sea	Serna et al. (2010)	
Sed8_99	911	48	6.15617	55.21517	8.160	North Sea	Serna et al. (2010)	
Sed8_99	912	41	6.47183	54.75967	9.020	North Sea	Serna et al. (2010)	
Sed8_99	913	41	7.21800	54.35117	9.110	North Sea	Serna et al. (2010)	
VA - 28 - 01		11.5	8.34000	54.11367	9.400	North Sea	Serna et al. (2010)	
VA - 28 - 02		15	7.99550	54.50200	5.640	North Sea	Serna et al. (2010)	
VA - 28 - 05		31	7.00000	55.83333	9.020	North Sea	Serna et al. (2010)	
VA - 28 - 06		34	7.11400	56.25367	8.630	North Sea	Serna et al. (2010)	
VA - 28 - 07		53	8.00050	57.33383	6.770	North Sea	Serna et al. (2010)	
VA - 28 - 10		149	10.00000	58.06667	7.110	North Sea	Serna et al. (2010)	
VA - 28 - 12		552	8.98283	58.00000	6.610	North Sea	Serna et al. (2010)	
VA - 28 - 13		301	7.00000	57.66667	6.020	North Sea	Serna et al. (2010)	
VA - 28 - 16		45	5.68333	55.33333	6.440	North Sea	Serna et al. (2010)	
VA - 28 - 17		41	3.50000	55.60000	6.090	North Sea	Serna et al. (2010)	
VA - 28 - 20		27	1.98333	54.71667	4.810	North Sea	Serna et al. (2010)	
VA - 28 - 25		25	3.83333	53.50000	5.730	North Sea	Serna et al. (2010)	
VA - 34 - 01		12	9.25167	53.87917	11.600	North Sea	Serna et al. (2010)	
VA - 34 - 02		9	9.17167	53.87667	8.980	North Sea	Serna et al. (2010)	
VA - 34 - 04		7	9.04833	53.87167	9.280	North Sea	Serna et al. (2010)	
VA - 34 - 05		12	8.63500	53.96667	8.590	North Sea	Serna et al. (2010)	
VA - 34 - 06		18	8.34833	54.00000	10.290	North Sea	Serna et al. (2010)	
VA - 34 - 07		25	6.43333	54.83383	10.150	North Sea	Serna et al. (2010)	
VA - 34 - 08		18	6.71750	53.83383	8.770	North Sea	Serna et al. (2010)	
VA - 34 - 10		22	7.28233	53.83317	8.270	North Sea	Serna et al. (2010)	
VA - 34 - 12		11	7.79750	53.83250	4.980	North Sea	Serna et al. (2010)	
VA - 34 - 13		28	7.98300	54.00117	7.970	North Sea	Serna et al. (2010)	
VA - 34 - 14		32	7.85200	54.00000	7.080	North Sea	Serna et al. (2010)	
VA - 34 - 15		31	7.57000	54.00000	5.820	North Sea	Serna et al. (2010)	
VA - 34 - 16		28	7.28667	54.00000	6.260	North Sea	Serna et al. (2010)	
VA - 34 - 21		32	6.71833	54.16667	8.410	North Sea	Serna et al. (2010)	
VA - 57 - 14		40	2.00033	54.21667	5.620	North Sea	Serna et al. (2010)	
VA - 57 - 15		58	2.34367	54.13883	5.800	North Sea	Serna et al. (2010)	
VA - 57 - 16		76	2.33733	54.05283	5.730	North Sea	Serna et al. (2010)	
VA - 57 - 18		67	2.00183	54.04917	5.430	North Sea	Serna et al. (2010)	
VA - 57 - 20		60	1.28250	54.16683	5.980	North Sea	Serna et al. (2010)	
VA - 57 - 24		52	1.06817	54.38200	6.490	North Sea	Serna et al. (2010)	
VA - 57 - 25		47	1.09817	54.48333	6.310	North Sea	Serna et al. (2010)	
VA - 57 - 26		55	1.28517	54.43317	5.840	North Sea	Serna et al. (2010)	
VA - 65 - 02		290	3.91667	59.50000	6.340	North Sea	Serna et al. (2010)	
VA - 65 - 03		290	4.26367	58.90083	6.960	North Sea	Serna et al. (2010)	
VA - 65 - 04		290	4.75200	58.49950	7.310	North Sea	Serna et al. (2010)	
VA - 65 - 05		330	5.24800	58.25100	6.520	North Sea	Serna et al. (2010)	
VA - 65 - 07		430	7.39167	57.76667	6.660	North Sea	Serna et al. (2010)	
VA - 65 - 08		560	7.95000	57.91467	7.430	North Sea	Serna et al. (2010)	
VA - 65 - 09		545	8.30517	57.87000	6.760	North Sea	Serna et al. (2010)	
VA - 65 - 10		580	8.72500	57.92500	6.710	North Sea	Serna et al. (2010)	
VA - 65 - 11		710	9.41150	58.23250	6.920	North Sea	Serna et al. (2010)	
VA - 65 - 12		800	9.85083	58.43500	6.760	North Sea	Serna et al. (2010)	
VA - 65 - 13		380	10.21967	58.60150	6.570	North Sea	Serna et al. (2010)	
VA - 65 - 14		290	10.58333	58.26667	5.430	North Sea	Serna et al. (2010)	
VA - 65 - 15		290	10.71733	58.14783	6.860	North Sea	Serna et al. (2010)	
VA - 65 - 16		200	10.87333	57.98800	6.930	North Sea	Serna et al. (2010)	
